order_ref,customer_ref,order_status,order_subtotal,tax_total,shipping_fee,discount_total,grand_total,currency_code,purchase_date,shipment_date,delivery_date,device_category,coupon_code,record_created,shipping_method,customer_ip,marketing_channel,payment_method,item_count,refund_amount
769,492,Delivered,17341.51,2092.98,8.31,2678.56,19442.8,USD,2018-02-06T09:32:19Z,2018-02-06T09:32:19Z,2018-02-08T09:32:19Z,Mobile,SAVE10,2018-02-06T09:32:19Z,Standard,177.93.208.16,Paid Search,Credit Card,17,0.0
770,493,Delivered,2814.94,299.45,66.03,21.93,3180.42,USD,2025-01-14T01:52:20Z,2025-01-16T01:52:20Z,2025-01-23T01:52:20Z,Desktop,SAVE10,2025-01-14T01:52:20Z,White Glove,73.109.125.158,Direct,Credit Card,11,0.0
771,494,Delivered,4470.44,376.4,0.0,224.6,4846.84,USD,2024-10-24T20:01:56Z,2024-10-24T20:01:56Z,2024-10-28T20:01:56Z,Desktop,NEWUSER25,2024-10-24T20:01:56Z,Free Shipping,101.17.230.12,Referral,Cash on Delivery,14,0.0
772,495,Cancelled,3956.59,259.49,0.0,607.33,4216.08,USD,2021-11-30T10:58:54Z,,,Desktop,FREESHIP,2021-11-30T10:58:54Z,Free Shipping,28.213.164.154,Paid Search,Credit Card,14,4216.08
773,495,Delivered,4644.25,268.3,8.61,947.56,4921.16,USD,2024-05-12T21:09:59Z,2024-05-15T21:09:59Z,2024-05-19T21:09:59Z,Desktop,SAVE20,2024-05-12T21:09:59Z,Standard,88.40.160.219,Direct,PayPal,11,0.0
774,496,Delivered,3485.09,267.24,13.15,296.91,3765.48,USD,2025-04-01T11:32:50Z,2025-04-04T11:32:50Z,2025-04-11T11:32:50Z,Mobile,SAVE10,2025-04-01T11:32:50Z,Priority,190.8.80.187,Referral,Credit Card,19,0.0
775,497,Shipped,8194.98,701.7,20.3,110.8,8916.98,USD,2024-02-01T00:58:07Z,2024-02-03T00:58:07Z,,Desktop,,2024-02-01T00:58:07Z,2-Day,185.177.49.208,Paid Search,Credit Card,12,0.0
776,497,Delivered,2636.46,207.18,16.77,632.52,2860.41,USD,2024-02-01T02:59:11Z,2024-02-03T02:59:11Z,2024-02-09T02:59:11Z,Desktop,SAVE10,2024-02-01T02:59:11Z,Priority,142.171.116.242,Paid Search,Credit Card,15,0.0
777,498,Processing,1355.27,69.53,15.87,903.52,1440.67,USD,2021-09-18T12:17:27Z,,,Desktop,CLEARANCE40,2021-09-18T12:17:27Z,2-Day,77.114.189.146,Organic Search,Credit Card,3,0.0
778,499,Cancelled,2376.03,270.17,24.9,0.0,2671.1,USD,2022-09-01T11:11:39Z,,,Desktop,,2022-09-01T11:11:39Z,Express,7.16.7.172,Direct,Credit Card,7,2671.1
779,500,Cancelled,984.18,52.53,0.0,0.0,1036.71,USD,2025-06-08T02:34:39Z,,,Desktop,FREESHIP,2025-06-08T02:34:39Z,Free Shipping,66.159.101.244,Organic Search,Cash on Delivery,4,1036.71
780,500,Delivered,7540.26,533.35,0.0,38.55,8073.61,USD,2025-07-08T08:49:37Z,2025-07-09T08:49:37Z,2025-07-15T08:49:37Z,Mobile,FREESHIP,2025-07-08T08:49:37Z,Free Shipping,80.196.67.104,Display Ads,Credit Card,8,0.0
781,501,Delivered,813.91,57.79,15.82,464.62,887.52,USD,2025-09-07T00:51:56Z,2025-09-07T00:51:56Z,2025-09-12T00:51:56Z,Mobile,SAVE20,2025-09-07T00:51:56Z,2-Day,123.186.180.85,Email,Credit Card,4,0.0
782,502,Delivered,607.3,39.83,6.13,32.06,653.26,USD,2025-11-14T13:09:43Z,2025-11-15T13:09:43Z,2025-11-22T13:09:43Z,Desktop,WELCOME15,2025-11-14T13:09:43Z,Standard,205.35.202.47,Social Media,Credit Card,3,0.0
783,503,Delivered,2365.26,224.37,9.53,44.26,2599.16,USD,2023-10-05T04:17:04Z,2023-10-07T04:17:04Z,2023-10-13T04:17:04Z,Tablet,WELCOME15,2023-10-05T04:17:04Z,Standard,111.178.128.36,Organic Search,Credit Card,3,0.0
784,504,Cancelled,3746.73,403.88,20.81,953.78,4171.42,USD,2024-01-08T03:14:39Z,,,Mobile,,2024-01-08T03:14:39Z,Express,22.125.54.129,Paid Search,Credit Card,12,4171.42
785,505,Delivered,841.03,64.44,0.0,210.25,905.47,USD,2025-06-20T19:55:48Z,2025-06-21T19:55:48Z,2025-06-26T19:55:48Z,Desktop,SAVE20,2025-06-20T19:55:48Z,Free Shipping,35.79.33.71,Organic Search,Credit Card,4,0.0
786,505,Delivered,14439.25,1390.25,7.79,0.0,15837.29,USD,2025-01-03T10:13:31Z,2025-01-06T10:13:31Z,2025-01-10T10:13:31Z,Mobile,,2025-01-03T10:13:31Z,Standard,153.235.160.185,Direct,Credit Card,14,0.0
787,506,Shipped,7253.31,750.75,8.56,891.23,8012.62,USD,2022-04-28T19:03:39Z,2022-04-30T19:03:39Z,,Desktop,CLEARANCE40,2022-04-28T19:03:39Z,Standard,80.246.160.90,Direct,PayPal,7,0.0
788,506,Delivered,4828.08,443.07,9.08,514.22,5280.23,USD,2022-02-10T06:35:49Z,2022-02-10T06:35:49Z,2022-02-15T06:35:49Z,Desktop,CLEARANCE40,2022-02-10T06:35:49Z,Standard,79.227.238.177,Organic Search,PayPal,12,0.0
789,507,Shipped,4194.22,431.18,18.35,1357.49,4643.75,USD,2024-11-14T13:58:51Z,2024-11-15T13:58:51Z,,Desktop,SAVE20,2024-11-14T13:58:51Z,2-Day,88.33.216.212,Email,Gift Card,19,0.0
790,508,Delivered,8171.09,794.88,0.0,108.44,8965.97,USD,2025-11-24T09:39:57Z,2025-11-24T09:39:57Z,2025-11-28T09:39:57Z,Desktop,FREESHIP,2025-11-24T09:39:57Z,Free Shipping,206.113.64.11,Organic Search,Credit Card,22,0.0
791,509,Delivered,5264.42,391.6,6.56,929.02,5662.58,USD,2025-12-24T15:03:33Z,2025-12-25T00:00:00Z,2025-12-25T00:00:00Z,Mobile,WELCOME15,2025-12-24T15:03:33Z,Standard,65.113.186.124,Social Media,PayPal,8,0.0
792,510,Delivered,2199.68,201.64,16.05,0.0,2417.37,USD,2024-04-08T02:05:33Z,2024-04-08T02:05:33Z,2024-04-13T02:05:33Z,Desktop,,2024-04-08T02:05:33Z,2-Day,126.154.176.187,Paid Search,Apple Pay,11,0.0
793,511,Delivered,3225.63,290.22,15.36,241.0,3531.21,USD,2023-05-25T23:47:12Z,2023-05-27T23:47:12Z,2023-06-03T23:47:12Z,Desktop,SAVE10,2023-05-25T23:47:12Z,Priority,121.246.200.237,Organic Search,Credit Card,14,0.0
794,512,Delivered,6072.86,666.34,7.48,130.64,6746.68,USD,2024-08-06T15:00:14Z,2024-08-09T15:00:14Z,2024-08-12T15:00:14Z,Tablet,SAVE20,2024-08-06T15:00:14Z,Standard,197.19.44.111,Paid Search,PayPal,17,0.0
795,512,Delivered,4282.92,400.33,0.0,519.92,4683.25,USD,2024-08-06T18:02:10Z,2024-08-06T18:02:10Z,2024-08-11T18:02:10Z,Tablet,FREESHIP,2024-08-06T18:02:10Z,Free Shipping,142.225.118.238,Paid Search,Credit Card,19,0.0
796,513,Pending,8923.82,891.74,27.81,0.0,9843.37,USD,2023-07-11T12:52:58Z,,,Mobile,,2023-07-11T12:52:58Z,Express,131.227.201.112,Referral,PayPal,6,0.0
797,514,Shipped,1103.08,138.81,6.41,713.47,1248.3,USD,2021-10-11T07:17:40Z,2021-10-14T07:17:40Z,,Desktop,NEWUSER25,2021-10-11T07:17:40Z,Standard,220.42.216.63,Organic Search,PayPal,11,0.0
798,514,Shipped,1848.17,174.89,17.42,112.16,2040.48,USD,2025-11-14T04:34:36Z,2025-11-16T04:34:36Z,,Mobile,NEWUSER25,2025-11-14T04:34:36Z,2-Day,147.153.225.95,Organic Search,Apple Pay,15,0.0
799,514,Delivered,3506.87,268.72,6.35,424.93,3781.94,USD,2021-10-11T06:12:02Z,2021-10-12T06:12:02Z,2021-10-16T06:12:02Z,Desktop,NEWUSER25,2021-10-11T06:12:02Z,Standard,155.162.231.43,Organic Search,Gift Card,19,0.0
800,515,Delivered,3229.04,334.68,0.0,323.96,3563.72,USD,2025-12-14T21:33:47Z,2025-12-17T21:33:47Z,2025-12-19T21:33:47Z,Desktop,FREESHIP,2025-12-14T21:33:47Z,Free Shipping,31.219.227.219,Display Ads,Cash on Delivery,8,0.0
801,515,Cancelled,3148.22,334.67,21.2,285.32,3504.09,USD,2025-12-09T16:27:31Z,,,Mobile,SAVE20,2025-12-09T16:27:31Z,2-Day,196.87.121.7,Organic Search,PayPal,13,3504.09
802,515,Returned,1730.05,164.6,7.76,125.38,1902.41,USD,2025-11-24T04:29:26Z,2025-11-25T04:29:26Z,2025-12-01T04:29:26Z,Desktop,,2025-11-24T04:29:26Z,Standard,97.172.8.73,Referral,Credit Card,7,1882.45
803,516,Returned,937.0,64.84,20.99,76.06,1022.83,USD,2021-08-25T12:29:54Z,2021-08-28T12:29:54Z,2021-09-01T12:29:54Z,Desktop,SAVE10,2021-08-25T12:29:54Z,Express,139.128.85.182,Organic Search,PayPal,8,985.4
804,516,Delivered,116.94,11.56,9.46,38.98,137.96,USD,2021-08-25T10:28:28Z,2021-08-27T10:28:28Z,2021-08-29T10:28:28Z,Desktop,NEWUSER25,2021-08-25T10:28:28Z,Standard,126.52.44.221,Organic Search,Credit Card,1,0.0
805,517,Delivered,2521.88,208.91,0.0,123.0,2730.79,USD,2025-10-06T09:47:40Z,2025-10-06T09:47:40Z,2025-10-12T09:47:40Z,Desktop,FREESHIP,2025-10-06T09:47:40Z,Free Shipping,223.245.139.24,Organic Search,Apple Pay,9,0.0
806,518,Returned,4802.75,421.48,0.0,0.0,5224.23,USD,2023-12-05T20:57:08Z,2023-12-06T20:57:08Z,2023-12-08T20:57:08Z,Mobile,FREESHIP,2023-12-05T20:57:08Z,Free Shipping,67.244.152.60,Social Media,Apple Pay,8,4780.64
807,519,Shipped,9938.64,1018.55,25.31,2142.85,10982.5,USD,2025-11-03T22:35:35Z,2025-11-05T22:35:35Z,,Desktop,SAVE10,2025-11-03T22:35:35Z,Express,11.139.94.82,Direct,PayPal,16,0.0
808,519,Delivered,1155.65,105.8,0.0,0.0,1261.45,USD,2025-11-17T03:16:47Z,2025-11-18T03:16:47Z,2025-11-24T03:16:47Z,Mobile,,2025-11-17T03:16:47Z,Free Shipping,79.199.67.19,Email,Credit Card,5,0.0
809,520,Processing,9534.62,801.88,19.58,749.33,10356.08,USD,2025-04-04T15:15:26Z,,,Mobile,SAVE20,2025-04-04T15:15:26Z,2-Day,129.28.150.121,Email,PayPal,10,0.0
810,521,Delivered,3264.89,294.93,16.95,1560.54,3576.77,USD,2023-01-17T08:22:17Z,2023-01-17T08:22:17Z,2023-01-21T08:22:17Z,Desktop,CLEARANCE40,2023-01-17T08:22:17Z,Priority,40.252.241.37,Organic Search,Apple Pay,5,0.0
811,522,Shipped,944.85,62.23,15.71,25.67,1022.79,USD,2023-01-22T07:19:44Z,2023-01-24T07:19:44Z,,Desktop,SAVE10,2023-01-22T07:19:44Z,Priority,112.69.199.210,Paid Search,Credit Card,5,0.0
812,523,Delivered,3038.36,254.28,26.34,428.53,3318.98,USD,2023-06-14T12:04:27Z,2023-06-15T12:04:27Z,2023-06-22T12:04:27Z,Desktop,SAVE20,2023-06-14T12:04:27Z,Express,202.173.193.174,Email,PayPal,15,0.0
813,524,Pending,3182.96,288.95,21.38,18.17,3493.29,USD,2023-08-02T04:34:03Z,,,Desktop,SAVE20,2023-08-02T04:34:03Z,2-Day,50.213.223.6,Email,Credit Card,10,0.0
814,525,Processing,7972.74,584.56,6.91,2657.58,8564.21,USD,2023-09-28T14:38:52Z,,,Mobile,NEWUSER25,2023-09-28T14:38:52Z,Standard,60.57.107.174,Organic Search,Credit Card,6,0.0
815,526,Shipped,2519.19,277.5,0.0,1988.14,2796.69,USD,2017-06-07T01:09:40Z,2017-06-07T01:09:40Z,,Mobile,CLEARANCE40,2017-06-07T01:09:40Z,Free Shipping,97.19.223.86,Direct,Credit Card,13,0.0
816,526,Processing,1400.95,124.74,18.58,0.0,1544.27,USD,2024-07-11T09:31:05Z,,,Tablet,,2024-07-11T09:31:05Z,2-Day,182.5.53.64,Email,Gift Card,11,0.0
817,527,Shipped,16657.34,1203.89,27.22,111.06,17888.45,USD,2025-01-29T06:36:40Z,2025-01-29T06:36:40Z,,Tablet,SAVE10,2025-01-29T06:36:40Z,Express,118.213.172.139,Social Media,Gift Card,27,0.0
818,528,Pending,7494.77,697.16,0.0,154.27,8191.93,USD,2019-01-12T10:48:05Z,,,Desktop,FREESHIP,2019-01-12T10:48:05Z,Free Shipping,21.242.159.181,Organic Search,Credit Card,14,0.0
819,528,Delivered,800.52,40.17,7.94,0.0,848.63,USD,2022-10-09T13:32:12Z,2022-10-11T13:32:12Z,2022-10-13T13:32:12Z,Desktop,,2022-10-09T13:32:12Z,Standard,90.111.162.85,Social Media,Cash on Delivery,6,0.0
820,528,Shipped,3924.27,341.7,19.83,39.09,4285.8,USD,2021-04-04T05:00:49Z,2021-04-06T05:00:49Z,,Desktop,SAVE10,2021-04-04T05:00:49Z,Priority,12.27.24.155,Paid Search,Credit Card,12,0.0
821,529,Shipped,1576.67,145.7,6.3,278.26,1728.67,USD,2023-11-08T10:49:41Z,2023-11-09T10:49:41Z,,Desktop,CLEARANCE40,2023-11-08T10:49:41Z,Standard,80.127.234.119,Organic Search,Credit Card,12,0.0
822,530,Delivered,2619.07,205.4,9.64,252.92,2834.11,USD,2023-09-21T18:03:23Z,2023-09-21T18:03:23Z,2023-09-25T18:03:23Z,Desktop,SAVE20,2023-09-21T18:03:23Z,Standard,29.18.97.39,Social Media,Apple Pay,10,0.0
823,531,Delivered,5884.15,600.37,25.96,366.51,6510.48,USD,2020-03-09T20:47:58Z,2020-03-11T20:47:58Z,2020-03-14T20:47:58Z,Desktop,SAVE20,2020-03-09T20:47:58Z,Express,72.131.207.151,Email,Gift Card,21,603.73
824,531,Delivered,3382.63,263.81,0.0,0.0,3646.44,USD,2020-03-09T20:54:17Z,2020-03-09T20:54:17Z,2020-03-13T20:54:17Z,Desktop,,2020-03-09T20:54:17Z,Free Shipping,4.145.9.145,Email,PayPal,5,0.0
825,531,Cancelled,3725.53,409.93,16.14,536.68,4151.6,USD,2024-11-16T14:33:42Z,,,Desktop,CLEARANCE40,2024-11-16T14:33:42Z,Priority,154.237.7.27,Direct,Gift Card,27,4151.6
826,532,Delivered,5321.75,559.52,9.58,299.91,5890.85,USD,2023-08-12T22:52:39Z,2023-08-13T22:52:39Z,2023-08-17T22:52:39Z,Desktop,SAVE10,2023-08-12T22:52:39Z,Standard,81.248.187.130,Organic Search,Credit Card,11,0.0
827,532,Returned,3909.8,377.62,6.58,640.53,4294.0,USD,2025-10-22T15:49:23Z,2025-10-25T15:49:23Z,2025-10-29T15:49:23Z,Desktop,NEWUSER25,2025-10-22T15:49:23Z,Standard,9.195.232.174,Paid Search,Credit Card,8,3813.72
828,532,Shipped,2551.27,158.8,7.61,0.0,2717.68,USD,2025-11-30T05:00:12Z,2025-11-30T05:00:12Z,,Desktop,,2025-11-30T05:00:12Z,Standard,126.165.237.45,Organic Search,Credit Card,14,0.0
829,533,Shipped,1245.36,142.91,27.47,0.0,1415.74,USD,2025-02-07T11:10:58Z,2025-02-07T11:10:58Z,,Mobile,,2025-02-07T11:10:58Z,Express,16.209.27.48,Display Ads,PayPal,7,0.0
830,533,Delivered,294.99,89.94,21.53,797.81,406.46,USD,2024-04-17T01:02:39Z,2024-04-17T01:02:39Z,2024-04-22T01:02:39Z,Mobile,NEWUSER25,2024-04-17T01:02:39Z,2-Day,90.102.157.198,Organic Search,Credit Card,12,0.0
831,534,Delivered,477.54,42.89,83.22,0.0,603.65,USD,2025-04-17T19:00:36Z,2025-04-20T19:00:36Z,2025-04-27T19:00:36Z,Desktop,,2025-04-17T19:00:36Z,White Glove,211.194.105.108,Organic Search,Credit Card,3,0.0
832,535,Processing,1369.06,115.5,17.53,0.0,1502.09,USD,2025-01-18T02:05:40Z,,,Desktop,,2025-01-18T02:05:40Z,2-Day,73.31.97.203,Organic Search,Apple Pay,3,0.0
833,535,Cancelled,5103.66,432.03,0.0,413.34,5535.69,USD,2021-11-12T10:21:48Z,,,Mobile,SAVE20,2021-11-12T10:21:48Z,Free Shipping,157.63.20.232,Organic Search,Credit Card,24,5535.69
834,536,Delivered,3807.54,403.3,6.99,489.84,4217.83,USD,2024-05-01T16:32:57Z,2024-05-04T16:32:57Z,2024-05-06T16:32:57Z,Mobile,CLEARANCE40,2024-05-01T16:32:57Z,Standard,146.120.135.45,Social Media,Credit Card,15,0.0
835,536,Shipped,974.05,94.72,0.0,0.0,1068.77,USD,2020-07-21T21:42:02Z,2020-07-23T21:42:02Z,,Desktop,FREESHIP,2020-07-21T21:42:02Z,Free Shipping,64.194.7.168,Direct,PayPal,4,0.0
836,537,Delivered,6670.3,665.82,15.74,233.65,7351.86,USD,2022-12-31T17:09:26Z,2023-01-01T17:09:26Z,2023-01-06T17:09:26Z,Desktop,SAVE20,2022-12-31T17:09:26Z,2-Day,49.49.248.107,Organic Search,Credit Card,20,0.0
837,538,Delivered,5884.79,541.73,14.46,2210.61,6440.98,USD,2024-12-10T19:55:10Z,2024-12-10T19:55:10Z,2024-12-12T19:55:10Z,Mobile,CLEARANCE40,2024-12-10T19:55:10Z,Priority,59.230.0.139,Email,Credit Card,10,0.0
838,538,Delivered,2176.66,168.33,18.04,0.0,2363.03,USD,2021-04-06T06:30:30Z,2021-04-06T06:30:30Z,2021-04-08T06:30:30Z,Mobile,,2021-04-06T06:30:30Z,2-Day,149.120.3.10,Organic Search,Credit Card,18,0.0
839,539,Delivered,432.09,31.62,18.44,0.0,482.15,USD,2020-07-25T05:38:35Z,2020-07-26T05:38:35Z,2020-07-31T05:38:35Z,Desktop,,2020-07-25T05:38:35Z,2-Day,113.141.81.199,Paid Search,Apple Pay,5,0.0
840,539,Cancelled,3849.8,311.51,7.34,607.46,4168.65,USD,2020-07-25T02:50:35Z,,,Desktop,WELCOME15,2020-07-25T02:50:35Z,Standard,88.19.136.13,Paid Search,Gift Card,11,4168.65
841,539,Shipped,4997.6,354.38,6.82,362.94,5358.8,USD,2024-06-06T22:46:20Z,2024-06-08T22:46:20Z,,Desktop,SAVE10,2024-06-06T22:46:20Z,Standard,61.31.64.224,Display Ads,PayPal,9,0.0
842,540,Delivered,3224.57,261.05,0.0,718.2,3485.62,USD,2025-03-06T07:11:09Z,2025-03-07T07:11:09Z,2025-03-13T07:11:09Z,Desktop,CLEARANCE40,2025-03-06T07:11:09Z,Free Shipping,62.62.193.227,Direct,Credit Card,8,0.0
843,541,Delivered,3715.59,376.64,0.0,0.0,4092.23,USD,2023-01-09T18:44:35Z,2023-01-10T18:44:35Z,2023-01-12T18:44:35Z,Desktop,FREESHIP,2023-01-09T18:44:35Z,Free Shipping,217.83.9.127,Organic Search,Credit Card,3,0.0
844,542,Delivered,94.05,7.08,21.15,31.35,122.28,USD,2024-05-18T21:41:26Z,2024-05-18T21:41:26Z,2024-05-24T21:41:26Z,Tablet,NEWUSER25,2024-05-18T21:41:26Z,Express,187.189.101.195,Email,Apple Pay,3,0.0
845,542,Pending,1746.21,134.22,23.13,616.84,1903.56,USD,2024-05-18T22:40:45Z,,,Tablet,CLEARANCE40,2024-05-18T22:40:45Z,Express,3.51.216.194,Email,Apple Pay,14,0.0
846,543,Delivered,1479.29,120.74,0.0,112.89,1600.03,USD,2019-08-25T01:28:20Z,2019-08-26T01:28:20Z,2019-09-01T01:28:20Z,Tablet,FREESHIP,2019-08-25T01:28:20Z,Free Shipping,205.84.30.191,Paid Search,PayPal,11,0.0
847,544,Delivered,4844.87,397.98,16.07,117.48,5258.92,USD,2025-10-18T10:08:45Z,2025-10-21T10:08:45Z,2025-10-26T10:08:45Z,Desktop,CLEARANCE40,2025-10-18T10:08:45Z,Priority,109.171.237.201,Referral,Apple Pay,7,0.0
848,544,Delivered,523.17,48.48,18.63,0.0,590.28,USD,2025-10-18T10:12:47Z,2025-10-18T10:12:47Z,2025-10-22T10:12:47Z,Desktop,,2025-10-18T10:12:47Z,Priority,197.248.59.45,Referral,Credit Card,3,0.0
849,545,Delivered,5463.11,525.22,0.0,1346.71,5988.33,USD,2024-09-28T10:37:00Z,2024-10-01T10:37:00Z,2024-10-08T10:37:00Z,Desktop,FREESHIP,2024-09-28T10:37:00Z,Free Shipping,76.23.127.58,Organic Search,PayPal,27,0.0
850,545,Pending,9104.79,580.21,6.75,186.65,9691.75,USD,2024-06-18T08:21:45Z,,,Desktop,SAVE10,2024-06-18T08:21:45Z,Standard,149.116.41.156,Organic Search,PayPal,15,0.0
851,545,Delivered,2971.84,309.65,6.3,109.2,3287.79,USD,2024-12-01T04:51:41Z,2024-12-02T04:51:41Z,2024-12-05T04:51:41Z,Mobile,SAVE20,2024-12-01T04:51:41Z,Standard,63.216.146.115,Social Media,Credit Card,9,0.0
852,546,Shipped,2272.19,187.42,24.59,694.8,2484.2,USD,2025-09-28T20:19:30Z,2025-09-28T20:19:30Z,,Mobile,SAVE10,2025-09-28T20:19:30Z,2-Day,179.96.181.195,Organic Search,PayPal,16,0.0
853,547,Pending,5656.17,449.92,0.0,0.0,6106.09,USD,2024-07-13T21:47:56Z,,,Tablet,FREESHIP,2024-07-13T21:47:56Z,Free Shipping,166.175.92.217,Referral,Credit Card,9,0.0
854,548,Processing,350.74,38.68,9.46,63.41,398.88,USD,2022-08-20T11:09:40Z,,,Desktop,SAVE20,2022-08-20T11:09:40Z,Standard,192.77.9.150,Social Media,Credit Card,6,0.0
855,549,Delivered,297.86,23.74,53.65,0.0,375.25,USD,2024-03-10T02:54:05Z,2024-03-13T02:54:05Z,2024-03-18T02:54:05Z,Desktop,,2024-03-10T02:54:05Z,White Glove,222.113.126.191,Direct,PayPal,4,0.0
856,549,Delivered,828.86,72.19,8.17,207.22,909.22,USD,2025-12-18T17:59:51Z,2025-12-19T17:59:51Z,2025-12-25T00:00:00Z,Desktop,SAVE20,2025-12-18T17:59:51Z,Standard,45.255.70.117,Organic Search,Apple Pay,4,0.0
857,550,Processing,1957.37,171.5,0.0,0.0,2128.87,USD,2024-07-12T23:52:55Z,,,Mobile,FREESHIP,2024-07-12T23:52:55Z,Free Shipping,3.15.166.62,Referral,Credit Card,11,0.0
858,551,Delivered,834.45,63.0,9.94,100.79,907.39,USD,2025-09-22T10:37:32Z,2025-09-23T10:37:32Z,2025-09-29T10:37:32Z,Mobile,NEWUSER25,2025-09-22T10:37:32Z,Standard,197.199.9.210,Direct,Apple Pay,14,0.0
859,551,Processing,7834.64,763.35,6.1,0.0,8604.09,USD,2021-07-17T17:39:26Z,,,Desktop,,2021-07-17T17:39:26Z,Standard,61.188.143.135,Social Media,Credit Card,17,0.0
860,552,Delivered,2471.11,228.68,9.62,26.0,2709.41,USD,2025-06-11T01:09:51Z,2025-06-11T01:09:51Z,2025-06-17T01:09:51Z,Mobile,NEWUSER25,2025-06-11T01:09:51Z,Standard,27.46.17.2,Paid Search,Credit Card,6,0.0
861,552,Delivered,2019.85,145.92,79.27,340.63,2245.04,USD,2025-06-11T00:10:12Z,2025-06-14T00:10:12Z,2025-06-18T00:10:12Z,Mobile,NEWUSER25,2025-06-11T00:10:12Z,White Glove,44.36.190.180,Paid Search,Credit Card,8,0.0
862,553,Pending,6359.18,522.83,23.79,693.48,6905.8,USD,2025-12-24T19:00:32Z,,,Mobile,SAVE10,2025-12-24T19:00:32Z,Express,133.55.210.168,Email,PayPal,16,0.0
863,553,Delivered,8208.15,488.04,8.03,176.12,8704.22,USD,2018-04-29T18:15:49Z,2018-04-30T18:15:49Z,2018-05-06T18:15:49Z,Tablet,WELCOME15,2018-04-29T18:15:49Z,Standard,162.130.131.83,Paid Search,Credit Card,14,0.0
864,554,Delivered,5550.58,448.84,6.47,452.98,6005.89,USD,2020-06-20T11:32:48Z,2020-06-20T11:32:48Z,2020-06-26T11:32:48Z,Mobile,SAVE20,2020-06-20T11:32:48Z,Standard,104.171.227.56,Organic Search,Credit Card,11,0.0
865,555,Delivered,4403.91,395.16,0.0,0.0,4799.07,USD,2021-05-06T20:59:39Z,2021-05-09T20:59:39Z,2021-05-12T20:59:39Z,Desktop,FREESHIP,2021-05-06T20:59:39Z,Free Shipping,93.196.63.234,Paid Search,Cash on Delivery,3,0.0
866,556,Shipped,476.59,47.71,15.09,20.47,539.39,USD,2021-08-03T22:17:19Z,2021-08-03T22:17:19Z,,Desktop,WELCOME15,2021-08-03T22:17:19Z,Priority,93.227.209.207,Direct,Credit Card,3,0.0
867,557,Returned,769.81,79.84,17.6,374.21,867.25,USD,2023-01-09T14:46:42Z,2023-01-09T14:46:42Z,2023-01-12T14:46:42Z,Desktop,CLEARANCE40,2023-01-09T14:46:42Z,Priority,25.230.239.122,Organic Search,PayPal,8,825.76
868,558,Shipped,5597.97,434.47,22.41,170.12,6054.85,USD,2024-07-10T17:15:20Z,2024-07-12T17:15:20Z,,Desktop,SAVE10,2024-07-10T17:15:20Z,2-Day,126.123.55.253,Paid Search,Gift Card,11,0.0
869,559,Delivered,514.38,36.84,8.4,18.91,559.62,USD,2023-08-19T20:43:47Z,2023-08-19T20:43:47Z,2023-08-24T20:43:47Z,Desktop,SAVE10,2023-08-19T20:43:47Z,Standard,165.38.213.19,Paid Search,Credit Card,5,0.0
870,559,Delivered,15073.39,1752.15,8.59,31.41,16834.13,USD,2023-08-19T17:22:18Z,2023-08-19T17:22:18Z,2023-08-23T17:22:18Z,Desktop,SAVE10,2023-08-19T17:22:18Z,Standard,198.94.37.166,Paid Search,PayPal,9,0.0
871,560,Cancelled,4462.78,415.17,0.0,38.15,4877.95,USD,2025-12-25T00:00:00Z,,,Mobile,WELCOME15,2025-12-25T00:00:00Z,Free Shipping,90.235.49.31,Direct,Credit Card,17,4877.95
872,561,Delivered,1933.55,129.3,16.31,225.28,2079.16,USD,2017-12-19T00:00:01Z,2017-12-20T00:00:01Z,2017-12-25T00:00:01Z,Mobile,WELCOME15,2017-12-19T00:00:01Z,Priority,174.241.168.161,Paid Search,PayPal,11,0.0
873,561,Delivered,12035.38,720.94,16.28,1244.1,12772.6,USD,2022-06-01T10:05:58Z,2022-06-04T10:05:58Z,2022-06-07T10:05:58Z,Mobile,WELCOME15,2022-06-01T10:05:58Z,Priority,20.214.233.241,Email,PayPal,25,0.0
874,562,Delivered,7926.84,563.77,28.36,16.5,8518.97,USD,2022-06-04T15:16:54Z,2022-06-05T15:16:54Z,2022-06-10T15:16:54Z,Tablet,WELCOME15,2022-06-04T15:16:54Z,Express,17.132.230.37,Social Media,Apple Pay,19,0.0
875,562,Shipped,2976.26,242.42,123.59,304.33,3342.27,USD,2022-06-04T15:16:25Z,2022-06-04T15:16:25Z,,Tablet,NEWUSER25,2022-06-04T15:16:25Z,White Glove,219.63.1.195,Social Media,PayPal,14,0.0
876,563,Delivered,2238.61,197.23,6.12,41.22,2441.96,USD,2025-12-03T08:48:32Z,2025-12-04T08:48:32Z,2025-12-08T08:48:32Z,Desktop,CLEARANCE40,2025-12-03T08:48:32Z,Standard,119.201.147.138,Social Media,PayPal,12,0.0
877,563,Processing,1572.93,156.68,9.53,415.42,1739.14,USD,2025-12-03T07:47:20Z,,,Desktop,NEWUSER25,2025-12-03T07:47:20Z,Standard,26.239.51.142,Social Media,Apple Pay,16,0.0
878,564,Delivered,3588.09,231.72,13.69,0.0,3833.5,USD,2022-02-12T17:04:35Z,2022-02-15T17:04:35Z,2022-02-22T17:04:35Z,Mobile,,2022-02-12T17:04:35Z,Priority,205.192.35.14,Paid Search,Apple Pay,8,0.0
