prod_id,product_name,stock_code,category_ref,cat_name,sub_cat,brand,unit_cost,retail_price,release_date,weight,dimensions,color,size,material,availability_status,inventory_qty,digital_product,avg_customer_rating,review_count,discount_pct
900,Scotts Living Room Cabinet Fabric V2,SCO-FURN-00900,22,Furniture,,Scotts,143.02,197.01,2022-04-27,26.04,47.1x67.7x48.5,Green,,Bamboo,Active,409,False,3.5,525,0
901,Gap Kids T-Shirt Brown M,GAP-KIDS-00901,19,Kids Clothing,Bestseller,Gap,65.09,148.3,2020-04-22,1.17,20.2x13.5x3.4,Orange,XL,Nylon,Active,212,False,4.0,1946,0
902,Hasbro STEM Learning Kit 24,HAS-EDUC-00902,44,Educational Toys,Seasonal,Hasbro,58.78,78.58,2025-07-05,9.13,25.5x20.0x5.9,,,,Discontinued,16,False,3.6,762,35
903,Nature Made Blood Pressure Monitor,NAT-MEDI-00903,55,Medical Supplies,Seasonal,Nature Made,68.08,99.71,2020-04-12,2.26,44.3x35.9x13.5,Navy,,,Active,165,False,4.3,1425,0
904,Solo Artist Album Vinyl Record V2,RAN-MUSI-00904,38,Music,Featured,Random House,75.72,153.49,2018-03-25,0.0,,Green,,,Out of Stock,0,True,4.5,1048,0
905,New Balance Womens T-Shirt Yellow,NEW-TOPS-00905,68,Tops,,New Balance,103.89,285.21,2023-01-30,1.43,82.1x29.9x6.6,Gray,XL,Nylon,Active,21,False,4.0,811,0
906,Olay Hair Dryer,OLA-HAIR-00906,34,Hair Care,Bestseller,Olay,28.44,80.04,2016-05-19,8.51,82.3x58.8x33.1,,,,Out of Stock,0,False,4.1,1330,0
907,Optimum Nutrition BCAA Plus,OPT-FITN-00907,54,Fitness Supplements,Bestseller,Optimum Nutrition,30.04,83.57,2018-11-03,9.1,49.9x45.2x47.5,Gray,,,Active,274,False,4.3,1964,25
908,Fisher-Price STEM Learning Kit 3,FIS-EDUC-00908,44,Educational Toys,Seasonal,Fisher-Price,49.31,84.22,2024-07-13,3.49,19.8x28.2x9.7,Brown,,,Discontinued,0,False,4.0,5,69
909,Bose Bluetooth Speaker Rose Gold,BOS-SPEA-00909,63,Speakers,,Bose,238.83,495.75,2022-06-20,0.32,89.4x11.5x46.7,Gold,512GB,Aluminum,Discontinued,18,False,4.5,549,68
910,Apple iPhone 1 Pro Max 128GB,APP-IPHO-00910,57,iPhone,,Apple,734.24,1701.32,2021-12-26,2.98,67.4x46.3x39.2,Gold,64GB,Aluminum,Active,306,False,4.3,900,0
911,New Balance Summer Dress Red,NEW-DRES-00911,67,Dresses,Bestseller,New Balance,117.03,162.9,2019-10-15,1.87,96.0x50.2x59.4,Navy,S,Wool,Active,411,False,4.0,372,25
912,Omron Sleep Tracker,OMR-WELL-00912,56,Wellness Devices,,Omron,168.79,372.05,2020-01-05,1.14,58.0x7.9x29.3,,,,Active,33,False,4.5,79,0
913,Unilever Trail Mix V2,UNI-SNAC-00913,45,Snacks,,Unilever,34.22,45.7,2019-11-14,7.37,97.7x67.6x6.6,,,,Active,261,False,3.6,633,25
914,HP Premium Pro 128GB,HP-SMAR-00914,11,Smartphones,,HP,389.87,957.26,2016-04-10,0.13,19.5x18.8x40.3,White,32GB,Carbon Fiber,Active,179,False,3.6,4,15
915,LOreal Lipstick Brown,LOR-MAKE-00915,33,Makeup,Featured,LOreal,149.59,412.28,2019-06-29,3.72,14.2x61.4x31.2,Red,,,Active,199,False,4.4,147,0
916,Gap Classic Chair Beige,GAP-MENS-00916,17,Mens Clothing,New Arrivals,Gap,51.11,114.49,2023-06-25,1.0,43.0x24.9x20.7,Gold,XL,Cotton,Active,488,False,3.7,764,0
917,Columbia Yoga Mat Purple 9,COL-YOGA-00917,75,Yoga & Pilates,Bestseller,Columbia,60.2,110.94,2026-03-24,4.45,73.5x11.1x48.2,,,,Pre-order,0,False,0.0,0,0
918,Apple DSLR Camera Body,APP-CAME-00918,14,Cameras,,Apple,217.35,592.59,2024-11-07,3.52,84.9x69.4x53.7,Gold,,Carbon Fiber,Active,307,False,5.0,1771,0
919,Crate & Barrel Sectional Sofa Beige,CRA-LIVI-00919,70,Living Room Furniture,Bestseller,Crate & Barrel,51.09,75.18,2020-01-28,10.01,96.3x24.3x21.2,Yellow,,,Out of Stock,0,False,4.1,1350,0
920,Gap Mens Casual Shirt Orange,GAP-MENS-00920,64,Mens Shirts,Seasonal,Gap,76.53,227.79,2018-10-06,0.86,30.8x61.7x8.6,Red,XS,Polyester,Active,228,False,4.1,926,0
921,Maybelline Lipstick Beige Plus,MAY-MAKE-00921,33,Makeup,Featured,Maybelline,104.39,190.4,2019-06-02,8.97,56.1x37.4x34.6,Gray,,,Discontinued,18,False,4.4,463,53
922,Patagonia Exercise Bike,PAT-CARD-00922,73,Cardio Machines,,Patagonia,176.1,429.87,2022-05-16,8.07,82.7x18.4x46.8,,,,Active,133,False,3.7,903,0
923,GNC Massage Gun,GNC-WELL-00923,56,Wellness Devices,,GNC,138.43,250.75,2018-10-07,7.51,8.1x17.0x28.6,Silver,,,Active,385,False,3.2,208,0
924,H&M Womens Sweater Rose Gold,HM-TOPS-00924,68,Tops,,H&M,127.35,177.54,2018-01-13,0.63,86.6x12.7x12.1,Blue,XL,Polyester,Active,120,False,3.8,1076,0
925,Gap Mens Polo Shirt Yellow,GAP-MENS-00925,64,Mens Shirts,Seasonal,Gap,130.41,271.63,2019-02-23,0.49,93.3x36.5x57.3,Brown,L,Linen,Active,139,False,4.5,1476,20
926,Barbie Fashion Doll Plus,BAR-DOLL-00926,43,Dolls,Bestseller,Barbie,43.22,68.66,2024-12-10,7.77,11.6x13.8x41.4,Space Gray,,,Active,484,False,4.3,1095,30
927,Nerf STEM Learning Kit Gen2,NER-EDUC-00927,44,Educational Toys,Seasonal,Nerf,67.96,165.98,2017-05-26,1.87,50.3x14.0x23.5,Pink,,,Active,230,False,3.3,4,0
928,Estee Lauder Lipstick Purple,EST-MAKE-00928,33,Makeup,Featured,Estee Lauder,44.27,130.13,2024-01-30,9.26,84.6x34.9x12.8,,,,Active,299,False,4.2,1581,0
929,Nintendo STEM Learning Kit Plus,NIN-EDUC-00929,44,Educational Toys,Seasonal,Nintendo,5.7,16.99,2024-04-16,8.12,68.0x15.7x54.7,Red,,,Active,272,False,3.9,285,0
930,Calvin Klein Mens Dress Shirt Space Gray M,CAL-MENS-00930,64,Mens Shirts,Seasonal,Calvin Klein,99.89,126.07,2026-06-03,0.77,34.7x25.3x26.1,Yellow,XS,Linen,Pre-order,0,False,0.0,0,0
931,Mattel Doll House Set,MAT-DOLL-00931,43,Dolls,Bestseller,Mattel,48.58,93.1,2023-07-12,9.72,9.3x46.9x26.4,,,,Archive,8,False,3.9,1,15
932,Calvin Klein Mens Cabinet Silver M,CAL-MENS-00932,17,Mens Clothing,New Arrivals,Calvin Klein,33.58,85.99,2024-02-14,1.84,59.4x32.6x19.2,Blue,XXL,Silk,Active,77,False,3.9,757,15
933,"Microsoft Spectre x360 13""",MIC-ULTR-00933,61,Ultrabooks,,Microsoft,81.0,164.99,2026-04-18,0.61,13.3x61.9x9.9,Gold,256GB,Plastic,Pre-order,0,False,0.0,0,0
934,Fitbit Sleep Tracker,FIT-WELL-00934,56,Wellness Devices,,Fitbit,22.38,51.45,2018-02-03,8.72,57.8x36.5x24.0,Silver,,,Discontinued,13,False,4.4,302,22
935,Sony Bluetooth Speaker White 65,SON-SPEA-00935,63,Speakers,,Sony,178.46,265.07,2023-07-18,2.68,5.6x5.4x32.8,White,128GB,Stainless Steel,Active,394,False,4.8,432,0
936,Zara Womens Trousers Blue,ZAR-WOME-00936,69,Womens Pants,Featured,Zara,25.86,70.96,2016-10-22,1.39,41.7x5.6x16.2,Green,L,Leather,Active,93,False,4.4,1816,40
937,Asus Gaming Console,ASU-GAMI-00937,16,Gaming,Bestseller,Asus,137.14,192.47,2020-06-17,0.96,71.1x73.8x55.6,Blue,,Stainless Steel,Discontinued,20,False,4.0,603,35
938,Journey Home Hardcover Edition V2,PEN-FICT-00938,36,Fiction,Featured,Penguin,18.29,30.33,2018-11-28,0.0,,Gold,,,Active,267,True,3.3,1687,0
939,Nintendo Science Experiment Set,NIN-EDUC-00939,44,Educational Toys,Seasonal,Nintendo,26.66,41.65,2019-02-09,8.57,68.3x71.3x4.8,,,,Active,149,False,3.9,1665,40
940,Columbia Dumbbell Set Edition,COL-STRE-00940,74,Strength Training,Seasonal,Columbia,158.11,421.54,2025-11-22,5.29,47.1x15.0x20.7,Black,,,Active,178,False,3.6,1332,30
941,Tommy Hilfiger Mens Casual Shirt Rose Gold,TOM-MENS-00941,64,Mens Shirts,Seasonal,Tommy Hilfiger,49.09,68.32,2019-03-25,0.11,14.8x64.6x51.3,Pink,S,Polyester,Active,171,False,4.0,555,0
942,"Apple EliteBook T480 15.6""",APP-BUSI-00942,60,Business Laptops,,Apple,752.25,2102.84,2024-08-13,2.97,31.5x30.2x41.7,Blue,,Carbon Fiber,Active,479,False,4.4,44,0
943,Weber Table Lamp Purple Edition,WEB-HOME-00943,26,Home Decor,,Weber,494.26,774.17,2026-05-10,10.97,42.4x13.0x8.8,Pink,,Wood,Pre-order,0,False,0.0,0,0
944,Clinique Anti-Aging Serum,CLI-SKIN-00944,32,Skincare,,Clinique,13.93,39.99,2017-05-19,7.17,72.7x15.9x23.8,,,,Active,153,False,4.2,778,0
945,Coca-Cola Natural Pants,COC-ORGA-00945,48,Organic Foods,Seasonal,Coca-Cola,37.56,46.82,2017-05-21,4.73,26.7x54.7x24.0,Green,,,Active,121,False,2.7,1604,0
946,Nerf Building Block Set,NER-BUIL-00946,42,Building Sets,,Nerf,64.63,180.23,2019-12-12,1.33,31.6x38.4x37.9,,,,Active,39,False,4.4,1205,20
947,Calvin Klein Womens Shelf Blue M,CAL-WOME-00947,18,Womens Clothing,Clearance,Calvin Klein,52.58,111.78,2021-03-18,1.05,85.5x57.2x3.3,Rose Gold,XL,Wool,Active,64,False,4.2,119,0
948,LOreal Styling Gel V2,LOR-HAIR-00948,34,Hair Care,Bestseller,LOreal,79.57,142.97,2025-07-19,3.98,97.6x61.0x53.4,,,,Active,144,False,3.7,1339,15
949,Meguiars Tool Box,MEG-TOOL-00949,51,Tools,,Meguiars,74.03,207.4,2019-07-12,4.42,68.4x30.9x15.6,,,,Active,157,False,4.1,1410,0
950,Journey Home Blu-ray Plus,UNI-MOVI-00950,39,Movies,,Universal,38.36,48.95,2016-01-29,0.0,,,,,Active,171,True,3.8,1901,0
951,"Garmin Spectre x360 15.6"" Gen2",GAR-ULTR-00951,61,Ultrabooks,,Garmin,318.93,390.83,2018-06-09,3.31,15.7x47.5x5.9,Black,256GB,Glass,Active,428,False,4.7,1411,0
952,Gap Mens Pants Silver XL,GAP-MENS-00952,17,Mens Clothing,New Arrivals,Gap,30.64,82.46,2026-01-31,1.59,64.0x44.0x56.4,Gold,XS,Polyester,Pre-order,0,False,0.0,0,0
953,Calvin Klein Womens Leggings Pink,CAL-WOME-00953,69,Womens Pants,Featured,Calvin Klein,142.78,355.78,2016-03-14,1.82,98.9x33.1x41.1,Black,L,Polyester,Active,477,False,4.0,1928,15
954,MAC Eyeshadow Palette Gen2,MAC-MAKE-00954,33,Makeup,Featured,MAC,102.1,211.68,2016-04-20,7.72,91.3x41.6x38.0,Orange,,,Out of Stock,0,False,3.8,1,0
955,Apple Over-Ear Headphones Green,APP-HEAD-00955,62,Headphones,Seasonal,Apple,573.14,1409.88,2022-12-11,3.95,7.5x67.5x45.3,White,1TB,Plastic,Active,103,False,4.1,1528,0
956,Philips Sleep Tracker V2,PHI-WELL-00956,56,Wellness Devices,,Philips,22.01,41.76,2023-03-13,5.76,14.4x34.7x58.9,,,,Out of Stock,0,False,4.0,467,0
957,Sony OnePlus 9 512GB,SON-ANDR-00957,58,Android Phones,,Sony,640.15,845.51,2021-04-06,0.59,8.2x13.0x44.4,Silver,,Plastic,Active,495,False,3.3,711,0
958,Estee Lauder Facial Cleanser,EST-SKIN-00958,32,Skincare,,Estee Lauder,22.19,50.59,2023-11-16,1.09,92.9x78.3x24.0,,,,Active,252,False,3.5,1855,0
959,Gap Baseball Cap Green,GAP-ACCE-00959,21,Accessories,,Gap,47.54,103.69,2018-10-08,1.36,49.6x20.1x39.6,Red,XS,Linen,Discontinued,17,False,4.1,4,59
960,New Balance Athletic Shoes Purple,NEW-FOOT-00960,20,Footwear,Seasonal,New Balance,78.11,208.14,2019-12-03,0.2,22.5x31.1x10.2,Rose Gold,XS,Silk,Active,41,False,4.6,1171,0
961,Canon Portable Speaker Beige 65,CAN-SPEA-00961,63,Speakers,,Canon,777.2,2276.74,2016-06-19,4.92,46.0x15.8x2.2,Black,,Stainless Steel,Active,37,False,3.6,916,0
962,LG Wireless Headphones White,LG-HEAD-00962,62,Headphones,Seasonal,LG,528.02,1462.48,2023-04-11,1.41,98.8x16.2x12.7,White,,Glass,Discontinued,0,False,3.6,1854,40
963,3M Car Wax Gen2,3M-CARC-00963,52,Car Care,Featured,3M,270.74,725.38,2022-04-28,8.8,90.9x34.1x19.0,Gray,,,Discontinued,16,False,3.6,1675,39
964,Ralph Lauren Womens Sweater White,RAL-TOPS-00964,68,Tops,,Ralph Lauren,29.82,89.26,2022-10-25,0.21,89.3x57.6x36.6,Silver,XS,Silk,Active,47,False,3.6,1196,0
965,The Great Adventure Blu-ray Plus,PEN-MOVI-00965,39,Movies,,Penguin,52.16,83.63,2019-12-06,0.0,,,,,Active,496,True,4.5,1828,0
966,NYX Lipstick Red,NYX-MAKE-00966,33,Makeup,Featured,NYX,51.26,147.83,2024-07-17,5.81,39.5x24.1x28.3,Brown,,,Active,236,False,3.7,589,0
967,Nike Bike Helmet Gold,NIK-CYCL-00967,31,Cycling,,Nike,44.79,109.55,2020-09-25,1.11,94.3x77.4x8.0,Green,,,Active,208,False,4.1,57,0
968,Calvin Klein Mens Hoodie Gray,CAL-MENS-00968,66,Mens Outerwear,Seasonal,Calvin Klein,73.15,114.87,2026-03-02,1.3,19.2x32.5x4.2,Black,XXL,Cotton,Pre-order,0,False,0.0,0,0
969,Crate & Barrel Executive Desk Fabric,CRA-OFFI-00969,72,Office Furniture,,Crate & Barrel,195.54,475.64,2016-04-13,13.52,58.2x29.9x4.9,,,,Active,180,False,0.0,0,0
970,Maybelline Facial Cleanser,MAY-SKIN-00970,32,Skincare,,Maybelline,58.87,142.24,2020-11-09,8.01,70.4x77.2x24.7,,,,Active,93,False,4.0,1545,0
971,"Lenovo X1 Notebook 13""",LEN-LAPT-00971,12,Laptops,Bestseller,Lenovo,618.19,1064.37,2017-01-16,4.47,94.2x69.5x56.6,Space Gray,1TB,Aluminum,Out of Stock,0,False,3.8,1004,0
972,H&M Mens Casual Shirt Orange 6,HM-MENS-00972,64,Mens Shirts,Seasonal,H&M,96.57,130.22,2021-12-04,0.4,42.5x23.8x31.0,Orange,M,Silk,Active,161,False,3.8,1582,0
973,"Samsung X1 Laptop 13"" 256GB",SAM-LAPT-00973,12,Laptops,Bestseller,Samsung,435.55,1259.86,2020-09-11,2.41,10.7x30.1x23.1,Silver,1TB,Glass,Active,325,False,4.5,1245,0
974,Schwinn Dumbbell Set,SCH-STRE-00974,74,Strength Training,Seasonal,Schwinn,152.52,304.76,2016-05-02,6.62,83.0x32.7x51.7,Blue,,,Active,193,False,3.4,1787,0
975,Nerf Fashion Doll,NER-DOLL-00975,43,Dolls,Bestseller,Nerf,7.36,14.48,2026-01-13,1.88,13.7x17.7x51.7,Yellow,,,Pre-order,0,False,0.0,0,0
976,Nintendo Collectible Figure,NIN-ACTI-00976,40,Action Figures,New Arrivals,Nintendo,60.24,137.36,2017-08-09,9.03,14.1x52.7x36.2,,,,Out of Stock,0,False,4.4,919,0
977,Weber Coffee Table Wood,WEB-LIVI-00977,70,Living Room Furniture,Bestseller,Weber,59.81,102.96,2017-01-23,14.15,9.3x65.3x57.3,Gray,,Plastic,Active,287,False,3.6,311,10
978,Calvin Klein Mens Polo Shirt Purple,CAL-MENS-00978,64,Mens Shirts,Seasonal,Calvin Klein,48.61,99.83,2018-01-16,0.21,9.3x76.6x2.2,Pink,S,Cotton,Out of Stock,0,False,4.7,548,0
979,Logitech Max Pro 512GB,LOG-SMAR-00979,11,Smartphones,,Logitech,722.62,1473.21,2020-02-19,0.54,14.5x27.6x38.6,Blue,,Aluminum,Out of Stock,0,False,4.3,808,0
980,"Samsung Spectre x360 13""",SAM-ULTR-00980,61,Ultrabooks,,Samsung,236.17,658.47,2019-05-04,3.4,25.7x36.2x2.4,Blue,,Aluminum,Active,357,False,4.1,1021,30
981,"Bose ZenBook 15.6""",BOS-ULTR-00981,61,Ultrabooks,,Bose,130.02,336.03,2020-07-05,3.45,80.0x46.9x31.9,Blue,,Aluminum,Discontinued,12,False,0.0,0,60
982,Adidas Resistance Band Set,ADI-YOGA-00982,75,Yoga & Pilates,Bestseller,Adidas,151.38,320.68,2016-03-04,5.3,17.3x63.4x52.4,Brown,,,Active,243,False,4.0,408,0
983,LOreal Hair Dryer,LOR-HAIR-00983,34,Hair Care,Bestseller,LOreal,64.98,90.59,2022-09-19,5.79,81.5x56.0x25.8,Green,,,Active,92,False,3.8,1755,0
984,Under Armour Elliptical Trainer Gen2,UND-CARD-00984,73,Cardio Machines,,Under Armour,159.14,235.82,2024-01-17,6.09,57.2x73.2x40.5,,,,Active,314,False,3.2,1453,0
985,Maybelline Shampoo 53,MAY-HAIR-00985,34,Hair Care,Bestseller,Maybelline,26.68,54.59,2025-02-14,4.18,9.3x52.2x30.9,,,,Active,241,False,4.3,1453,0
986,Meguiars Socket Set Gen2,MEG-TOOL-00986,51,Tools,,Meguiars,154.6,356.43,2021-12-28,4.99,97.0x47.7x5.9,Navy,,,Archive,5,False,4.5,2,0
987,Meguiars Tool Box Plus,MEG-TOOL-00987,51,Tools,,Meguiars,241.28,473.98,2026-06-19,0.53,83.0x20.1x22.4,,,,Pre-order,0,False,0.0,0,0
988,Levis Kids Jacket Purple,LEV-KIDS-00988,19,Kids Clothing,Bestseller,Levis,48.85,133.4,2016-01-31,1.41,22.6x72.2x5.7,Purple,S,Wool,Active,146,False,4.1,699,15
989,Gap Womens Trousers Red,GAP-WOME-00989,69,Womens Pants,Featured,Gap,124.44,246.08,2025-07-30,1.17,69.1x51.6x59.4,Purple,XL,Polyester,Active,14,False,4.2,231,5
990,Levis Womens Pants Space Gray L,LEV-WOME-00990,18,Womens Clothing,Clearance,Levis,87.06,179.41,2024-10-17,0.25,24.9x77.5x31.1,White,XXL,Nylon,Active,281,False,3.2,776,0
991,Goodyear Car Wax Plus,GOO-CARC-00991,52,Car Care,Featured,Goodyear,200.06,548.16,2026-03-11,6.85,42.0x17.8x16.4,,,,Pre-order,0,False,0.0,0,0
992,Kelloggs Sea Salt Chips Plus,KEL-SNAC-00992,45,Snacks,,Kelloggs,10.86,28.31,2022-05-24,4.9,84.9x63.0x28.7,,,,Out of Stock,0,False,4.8,457,0
993,Nestle Coffee Beans,NES-BEVE-00993,46,Beverages,Bestseller,Nestle,9.35,19.71,2018-10-06,6.57,87.6x21.7x57.1,,,,Archive,18,False,4.0,2,15
994,Pottery Barn Garden Tool Set Plus,POT-GARD-00994,25,Garden Supplies,,Pottery Barn,118.39,316.77,2022-02-24,8.83,53.0x16.1x6.3,Silver,,,Active,316,False,3.3,595,0
995,Trek Swim Goggles,TRE-WATE-00995,30,Water Sports,,Trek,40.31,86.33,2025-11-24,3.83,66.3x57.5x2.6,White,,,Active,223,False,3.1,1703,15
996,Cuisinart Decorative Vase Pink,CUI-HOME-00996,26,Home Decor,,Cuisinart,412.34,769.6,2022-05-01,48.43,83.5x44.1x36.4,Beige,,,Active,191,False,5.0,2,50
997,Hot Wheels Doll House Set Plus,HOT-DOLL-00997,43,Dolls,Bestseller,Hot Wheels,41.57,104.68,2024-11-09,8.14,92.6x48.9x9.4,Purple,,,Active,370,False,4.4,868,40
998,Fitbit Vitamin D3 Edition,FIT-VITA-00998,53,Vitamins,Bestseller,Fitbit,161.6,369.27,2019-09-26,8.56,57.5x15.6x5.5,,,,Active,226,False,4.2,1407,0
999,Adidas Womens Shelf Navy XL,ADI-WOME-00999,18,Womens Clothing,Clearance,Adidas,132.15,266.5,2019-06-15,0.48,66.2x41.1x14.8,Orange,XL,Denim,Discontinued,14,False,3.2,1536,56
1000,Mattel Empire Board Game,MAT-BOAR-01000,41,Board Games,Clearance,Mattel,34.53,90.16,2016-11-07,5.9,34.9x30.1x19.1,,,,Active,498,False,3.8,837,0
1001,"Apple ZenBook 13""",APP-ULTR-01001,61,Ultrabooks,,Apple,613.24,1066.1,2023-12-06,2.25,12.4x50.6x31.8,Gold,,Stainless Steel,Active,245,False,3.2,2,0
1002,iRobot Cotton Sheet Set Pink,IRO-BEDD-01002,24,Bedding,Clearance,iRobot,113.15,153.18,2022-04-24,1.95,42.1x51.5x42.6,Black,,,Active,125,False,4.4,1945,0
1003,Optimum Nutrition Vitamin C,OPT-VITA-01003,53,Vitamins,Bestseller,Optimum Nutrition,30.8,77.72,2023-01-16,4.07,74.2x45.5x37.3,,,,Active,306,False,3.8,6,0
1004,New Balance Mens Winter Coat Navy,NEW-MENS-01004,66,Mens Outerwear,Seasonal,New Balance,88.93,207.59,2020-05-22,1.37,31.2x79.1x5.6,Silver,XXL,Cotton,Active,425,False,4.2,323,0
1005,GNC Thermometer,GNC-MEDI-01005,55,Medical Supplies,Seasonal,GNC,154.23,357.05,2016-09-04,4.24,31.5x61.8x14.4,,,,Active,313,False,3.7,504,0
1006,Calvin Klein Mens Dress Pants Brown,CAL-MENS-01006,65,Mens Pants,,Calvin Klein,47.43,82.45,2021-05-29,1.45,93.5x20.8x19.8,Silver,S,Linen,Active,71,False,3.8,194,0
1007,GNC Blood Pressure Monitor,GNC-MEDI-01007,55,Medical Supplies,Seasonal,GNC,84.37,227.54,2025-11-03,5.72,53.1x22.8x41.2,,,,Active,62,False,4.3,185,0
1008,Logitech Gaming Console,LOG-GAMI-01008,16,Gaming,Bestseller,Logitech,439.15,1241.22,2023-07-18,3.92,26.8x72.4x8.5,Black,64GB,Stainless Steel,Active,128,False,3.8,1146,0
1009,The Great Adventure Blu-ray 81,HAR-MOVI-01009,39,Movies,,HarperCollins,8.09,23.04,2019-12-03,0.0,,Gold,,,Active,85,True,4.3,1413,0
1010,Levis Baseball Cap Black,LEV-ACCE-01010,21,Accessories,,Levis,27.54,78.11,2022-05-04,1.06,65.6x46.5x27.2,White,XS,Polyester,Active,212,False,3.3,238,50
1011,Nike Designer Shelf Red,NIK-WOME-01011,18,Womens Clothing,Clearance,Nike,27.91,56.1,2018-10-04,1.06,71.1x65.8x25.0,Yellow,M,Leather,Out of Stock,0,False,4.2,996,0
1012,Yeti Yoga Mat Rose Gold,YET-YOGA-01012,75,Yoga & Pilates,Bestseller,Yeti,184.69,526.1,2023-07-27,1.34,72.7x57.4x25.9,,,,Archive,19,False,0.0,0,0
1013,Asus Fitness Tracker Blue,ASU-WEAR-01013,15,Wearable Technology,,Asus,371.84,997.88,2022-03-22,1.1,33.8x72.6x15.7,Silver,,Stainless Steel,Active,373,False,4.4,4,0
1014,Zara Womens Sweater Purple,ZAR-TOPS-01014,68,Tops,,Zara,99.26,172.74,2017-12-22,0.28,32.2x48.4x41.9,Pink,XXL,Wool,Active,430,False,3.5,761,5
1015,Silent Waters by Emily White Gen2,SON-NONF-01015,37,Non-Fiction,Featured,Sony Music,8.45,25.22,2025-07-15,0.0,,Blue,,,Active,493,True,3.9,1619,50
1016,Lenovo Smart Band,LEN-WEAR-01016,15,Wearable Technology,,Lenovo,395.85,920.66,2019-07-30,2.46,48.8x22.4x21.4,Space Gray,128GB,Plastic,Active,188,False,4.0,193,0
1017,Clinique Hair Dryer,CLI-HAIR-01017,34,Hair Care,Bestseller,Clinique,149.66,427.72,2025-08-22,4.08,44.6x8.9x27.6,Black,,,Active,266,False,3.8,278,0
1018,Nike Kids Jacket Pink,NIK-KIDS-01018,19,Kids Clothing,Bestseller,Nike,111.25,152.38,2021-10-03,0.21,43.6x53.5x10.6,Yellow,XL,Denim,Active,351,False,4.3,1323,0
1019,Puma Mens Casual Shirt Beige,PUM-MENS-01019,64,Mens Shirts,Seasonal,Puma,46.63,69.07,2020-04-27,1.94,55.3x23.5x36.5,Brown,XS,Silk,Active,75,False,3.5,1112,0
1020,Nerf Adventure Board Game Gen2,NER-BOAR-01020,41,Board Games,Clearance,Nerf,41.74,103.65,2018-02-15,6.88,62.3x21.2x46.2,,,,Active,414,False,4.1,5,30
1021,Meguiars Tire Shine 69,MEG-CARC-01021,52,Car Care,Featured,Meguiars,71.27,187.27,2023-07-08,6.38,68.4x40.1x37.1,,,,Active,124,False,3.0,626,0
1022,Dyson Bookshelf Metal,DYS-OFFI-01022,72,Office Furniture,,Dyson,88.18,222.32,2017-10-08,25.24,10.8x70.7x30.2,,,,Active,84,False,4.1,950,0
1023,Williams-Sonoma Decorative Vase Beige,WIL-HOME-01023,26,Home Decor,,Williams-Sonoma,65.25,87.36,2024-05-31,20.99,77.4x75.6x42.3,Orange,,,Discontinued,13,False,3.2,54,45
1024,Nerf Construction Kit 43,NER-BUIL-01024,42,Building Sets,,Nerf,76.74,208.44,2022-05-28,2.08,81.2x33.5x12.0,Red,,,Active,229,False,4.0,249,0
1025,Under Armour Soccer Ball,UND-TEAM-01025,29,Team Sports,Featured,Under Armour,68.53,126.84,2021-07-08,2.75,83.6x76.2x41.4,,,,Active,111,False,3.7,1161,20
1026,Schwinn Exercise Bike,SCH-CARD-01026,73,Cardio Machines,,Schwinn,78.25,131.64,2023-10-18,3.47,21.2x6.5x55.9,,,,Out of Stock,0,False,3.3,1536,0
1027,Pottery Barn Outdoor Planter White,POT-GARD-01027,25,Garden Supplies,,Pottery Barn,201.57,556.42,2025-09-21,36.99,90.0x45.7x26.0,Brown,,Glass,Out of Stock,0,False,4.6,1422,0
1028,Nerf Adventure Board Game,NER-BOAR-01028,41,Board Games,Clearance,Nerf,54.79,70.72,2020-12-15,2.86,84.7x37.3x51.6,,,,Archive,7,False,4.1,5,0
1029,Trek Yoga Mat Gray Plus,TRE-YOGA-01029,75,Yoga & Pilates,Bestseller,Trek,182.61,427.12,2025-01-17,1.76,77.2x73.1x11.2,Space Gray,,,Archive,11,False,4.2,1,25
1030,Under Armour Womens Maxi Dress Rose Gold,UND-DRES-01030,67,Dresses,Bestseller,Under Armour,133.01,360.59,2018-08-16,0.98,52.6x5.5x9.6,Green,XXL,Denim,Active,482,False,4.3,654,20
1031,New Balance Womens Sweater Space Gray 16,NEW-TOPS-01031,68,Tops,,New Balance,57.37,87.92,2026-02-14,1.96,76.4x12.8x56.1,Pink,L,Nylon,Pre-order,0,False,0.0,0,0
1032,Gap Cocktail Dress Green,GAP-DRES-01032,67,Dresses,Bestseller,Gap,73.16,148.85,2025-10-28,1.0,23.4x12.1x48.7,White,XXL,Denim,Active,204,False,4.2,914,15
1033,KitchenAid Garden Tool Set,KIT-GARD-01033,25,Garden Supplies,,KitchenAid,130.97,162.86,2016-09-20,27.82,74.0x18.3x37.8,,,Leather,Active,51,False,3.6,30,0
1034,H&M Leather Belt Beige,HM-ACCE-01034,21,Accessories,,H&M,58.91,159.57,2021-06-01,1.27,63.8x6.9x29.4,Space Gray,L,Polyester,Active,55,False,3.0,4,10
1035,The North Face Yoga Mat Orange,THE-YOGA-01035,75,Yoga & Pilates,Bestseller,The North Face,173.13,398.49,2026-03-20,9.71,6.6x54.6x44.9,,,,Pre-order,0,False,0.0,0,0
1036,Maybelline Hair Dryer V2,MAY-HAIR-01036,34,Hair Care,Bestseller,Maybelline,21.76,36.75,2024-02-03,5.03,79.6x22.4x16.3,Brown,,,Active,227,False,5.0,767,15
